9330175M20Rik	9330175M20Rik
Sdpr	Sdpr
Obfc2a	Obfc2a
Myo1b	Myo1b
Stat4	Stat4
Stat1	Stat1
Gls	Gls
Nab1	Nab1
Tmem194b	Tmem194b
Mfsd6	Mfsd6
Inpp1	Inpp1
Hibch	Hibch
1700019D03Rik	1700019D03Rik
Mstn	Mstn
1700019A02Rik	1700019A02Rik
Pms1	Pms1
Ormdl1	Ormdl1
Osgepl1	Osgepl1
Asnsd1	Asnsd1
Dnahc7a	Dnahc7a
Stk17b	Stk17b
Hecw2	Hecw2
Ccdc150	Ccdc150
Gtf3c3	Gtf3c3
Pgap1	Pgap1
Ankrd44	Ankrd44
Sf3b1	Sf3b1
Coq10b	Coq10b
Hspd1	Hspd1
Hspe1	Hspe1
Mob4	Mob4
Rftn2	Rftn2
Mars2	Mars2
Boll	Boll
Plcl1	Plcl1
9130227L01Rik	9130227L01Rik
Hsfy2	Hsfy2
Satb2	Satb2
9130024F11Rik	9130024F11Rik
BC055402	BC055402
4930558J18Rik	4930558J18Rik
1700066M21Rik	1700066M21Rik
1110034B05Rik	1110034B05Rik
9430016H08Rik	9430016H08Rik
Spats2l	Spats2l
Kctd18	Kctd18
Sgol2	Sgol2
Aox1	Aox1
Aox3	Aox3
Aox4	Aox4
Aox3l1	Aox3l1
Bzw1	Bzw1
Clk1	Clk1
Ppil3	Ppil3
Nif3l1	Nif3l1
Orc2	Orc2
Fam126b	Fam126b
Ndufb3	Ndufb3
Gm20257	Gm20257
Als2cr12	Als2cr12
Cflar	Cflar
Casp8	Casp8
Trak2	Trak2
Stradb	Stradb
Als2cr11	Als2cr11
Als2cr4	Als2cr4
Mpp4	Mpp4
Als2	Als2
Cdk15	Cdk15
Fzd7	Fzd7
Gm973	Gm973
Sumo1	Sumo1
Nop58	Nop58
Snord70	Snord70
Snord11	Snord11
Bmpr2	Bmpr2
Fam117b	Fam117b
Ica1l	Ica1l
Wdr12	Wdr12
Carf	Carf
Nbeal1	Nbeal1
Cyp20a1	Cyp20a1
Abi2	Abi2
Raph1	Raph1
Cd28	Cd28
Ctla4	Ctla4
Icos	Icos
9530026F06Rik	9530026F06Rik
Pard3b	Pard3b
Nrp2	Nrp2
4930487H11Rik	4930487H11Rik
Ino80d	Ino80d
Gm11602	Gm11602
Ndufs1	Ndufs1
Eef1b2	Eef1b2
Snora41	Snora41
Gpr1	Gpr1
Zdbf2	Zdbf2
Adam23	Adam23
Dytn	Dytn
Mdh1b	Mdh1b
Fastkd2	Fastkd2
4933402D24Rik	4933402D24Rik
Gm13749	Gm13749
Mir1958	Mir1958
Klf7	Klf7
Creb1	Creb1
Mettl21a	Mettl21a
2810408I11Rik	2810408I11Rik
Ccnyl1	Ccnyl1
Fzd5	Fzd5
Plekhm3	Plekhm3
Akr1cl	Akr1cl
Cryge	Cryge
Crygd	Crygd
Crygc	Crygc
Crygb	Crygb
Cryga	Cryga
D630023F18Rik	D630023F18Rik
Idh1	Idh1
Pikfyve	Pikfyve
Pth2r	Pth2r
Crygf	Crygf
Mtap2	Mtap2
Unc80	Unc80
Rpe	Rpe
1110028C15Rik	1110028C15Rik
Acadl	Acadl
Myl1	Myl1
Lancl1	Lancl1
Cps1	Cps1
Erbb4	Erbb4
Ikzf2	Ikzf2
Spag16	Spag16
Vwc2l	Vwc2l
Bard1	Bard1
Abca12	Abca12
Atic	Atic
Fn1	Fn1
Apol7d	Apol7d
Gm8883	Gm8883
4933417E11Rik	4933417E11Rik
Mreg	Mreg
Pecr	Pecr
Tmem169	Tmem169
Xrcc5	Xrcc5
March4	March4
Smarcal1	Smarcal1
Ankar	Ankar
Rpl37a	Rpl37a
Igfbp2	Igfbp2
Igfbp5	Igfbp5
Tnp1	Tnp1
1700027A15Rik	1700027A15Rik
Pinc	Pinc
D530049I02Rik	D530049I02Rik
6030407O03Rik	6030407O03Rik
Tns1	Tns1
Rufy4	Rufy4
Cxcr2	Cxcr2
Cxcr1	Cxcr1
Arpc2	Arpc2
Gpbar1	Gpbar1
Aamp	Aamp
Pnkd	Pnkd
Tmbim1	Tmbim1
Gm216	Gm216
Slc11a1	Slc11a1
Ctdsp1	Ctdsp1
Mir26b	Mir26b
Vil1	Vil1
Usp37	Usp37
Rqcd1	Rqcd1
Plcd4	Plcd4
Zfp142	Zfp142
Bcs1l	Bcs1l
Rnf25	Rnf25
Stk36	Stk36
Ttll4	Ttll4
Cyp27a1	Cyp27a1
Prkag3	Prkag3
Wnt6	Wnt6
Wnt10a	Wnt10a
Cdk5r2	Cdk5r2
Fev	Fev
Cryba2	Cryba2
Mir375	Mir375
Ccdc108	Ccdc108
Ihh	Ihh
Nhej1	Nhej1
Slc23a3	Slc23a3
1810031K17Rik	1810031K17Rik
Fam134a	Fam134a
Zfand2b	Zfand2b
Abcb6	Abcb6
Atg9a	Atg9a
Ankzf1	Ankzf1
Glb1l	Glb1l
Stk16	Stk16
Tuba4a	Tuba4a
A630095N17Rik	A630095N17Rik
Dnajb2	Dnajb2
Ptprn	Ptprn
Resp18	Resp18
Dnpep	Dnpep
Des	Des
Gm15179	Gm15179
Speg	Speg
Gmppa	Gmppa
Accn4	Accn4
Chpf	Chpf
Tmem198	Tmem198
Obsl1	Obsl1
Inha	Inha
Stk11ip	Stk11ip
Slc4a3	Slc4a3
Gm17751	Gm17751
Epha4	Epha4
Pax3	Pax3
Sgpp2	Sgpp2
Farsb	Farsb
Mogat1	Mogat1
Acsl3	Acsl3
Utp14b	Utp14b
Kcne4	Kcne4
Scg2	Scg2
Ap1s3	Ap1s3
Wdfy1	Wdfy1
Mrpl44	Mrpl44
Serpine2	Serpine2
Fam124b	Fam124b
Cul3	Cul3
1700016L21Rik	1700016L21Rik
Dock10	Dock10
9430031J16Rik	9430031J16Rik
Irs1	Irs1
Rhbdd1	Rhbdd1
Col4a4	Col4a4
Col4a3	Col4a3
Mff	Mff
Tm4sf20	Tm4sf20
Agfg1	Agfg1
Slc19a3	Slc19a3
Ccl20	Ccl20
Wdr69	Wdr69
Sphkap	Sphkap
Pid1	Pid1
Dner	Dner
Mir5126	Mir5126
Trip12	Trip12
Fbxo36	Fbxo36
Slc16a14	Slc16a14
A530032D15Rik	A530032D15Rik
Gm7609	Gm7609
C130026I21Rik	C130026I21Rik
Sp110	Sp110
Sp140	Sp140
Sp100	Sp100
A630001G21Rik	A630001G21Rik
Cab39	Cab39
Itm2c	Itm2c
4933407L21Rik	4933407L21Rik
Gpr55	Gpr55
Spata3	Spata3
2810459M11Rik	2810459M11Rik
Psmd1	Psmd1
Htr2b	Htr2b
Armc9	Armc9
B3gnt7	B3gnt7
Ncl	Ncl
Snora75	Snora75
Snord82	Snord82
C130036L24Rik	C130036L24Rik
Nmur1	Nmur1
1700019O17Rik	1700019O17Rik
Ptma	Ptma
Pde6d	Pde6d
Cops7b	Cops7b
Nppc	Nppc
Dis3l2	Dis3l2
Alppl2	Alppl2
Alpi	Alpi
Akp3	Akp3
Ecel1	Ecel1
Prss56	Prss56
Chrnd	Chrnd
Chrng	Chrng
Eif4e2	Eif4e2
Efhd1	Efhd1
Gigyf2	Gigyf2
Kcnj13	Kcnj13
3110079O15Rik	3110079O15Rik
Ngef	Ngef
Neu2	Neu2
Inpp5d	Inpp5d
Atg16l1	Atg16l1
Scarna6	Scarna6
Sag	Sag
Dgkd	Dgkd
Usp40	Usp40
Ugt1a10	Ugt1a10
Ugt1a9	Ugt1a9
Ugt1a7c	Ugt1a7c
Ugt1a6b	Ugt1a6b
Ugt1a6a	Ugt1a6a
Ugt1a5	Ugt1a5
Ugt1a2	Ugt1a2
Dnajb3	Dnajb3
Ugt1a1	Ugt1a1
Heatr7b1	Heatr7b1
Hjurp	Hjurp
6430706D22Rik	6430706D22Rik
A730008H23Rik	A730008H23Rik
Trpm8	Trpm8
Spp2	Spp2
Glrp1	Glrp1
Gm19589	Gm19589
Arl4c	Arl4c
2410088K16Rik	2410088K16Rik
1700067G17Rik	1700067G17Rik
Sh3bp4	Sh3bp4
C030007H22Rik	C030007H22Rik
Agap1	Agap1
4933400F21Rik	4933400F21Rik
Gbx2	Gbx2
Asb18	Asb18
Iqca	Iqca
Cxcr7	Cxcr7
Cops8	Cops8
Col6a3	Col6a3
Mlph	Mlph
Prlh	Prlh
Rab17	Rab17
Lrrfip1	Lrrfip1
Rbm44	Rbm44
Ramp1	Ramp1
Ube2f	Ube2f
Scly	Scly
Espnl	Espnl
Klhl30	Klhl30
Fam132b	Fam132b
Ilkap	Ilkap
1700020N18Rik	1700020N18Rik
Hes6	Hes6
Per2	Per2
Traf3ip1	Traf3ip1
Asb1	Asb1
Twist2	Twist2
Hdac4	Hdac4
Ndufa10	Ndufa10
Olfr1416	Olfr1416
Olfr1415	Olfr1415
Olfr1414	Olfr1414
Olfr1413	Olfr1413
Olfr1412	Olfr1412
Olfr1411	Olfr1411
Olfr1410	Olfr1410
Olfr12	Olfr12
Myeov2	Myeov2
Otos	Otos
Gpc1	Gpc1
Mir149	Mir149
Ankmy1	Ankmy1
Dusp28	Dusp28
Rnpepl1	Rnpepl1
9430060I03Rik	9430060I03Rik
Capn10	Capn10
Gpr35	Gpr35
Aqp12	Aqp12
Kif1a	Kif1a
Agxt	Agxt
2310007B03Rik	2310007B03Rik
Sned1	Sned1
Mterfd2	Mterfd2
Pask	Pask
Ppp1r7	Ppp1r7
Ano7	Ano7
Hdlbp	Hdlbp
Sept2	Sept2
Farp2	Farp2
Stk25	Stk25
Bok	Bok
Thap4	Thap4
Atg4b	Atg4b
Dtymk	Dtymk
Ing5	Ing5
D2hgdh	D2hgdh
Gal3st2	Gal3st2
Gm9994	Gm9994
Gm6086	Gm6086
Neu4	Neu4
Pdcd1	Pdcd1
4930440C22Rik	4930440C22Rik
Fam174a	Fam174a
St8sia4	St8sia4
4930598F16Rik	4930598F16Rik
1700063A18Rik	1700063A18Rik
4930533P14Rik	4930533P14Rik
Slco4c1	Slco4c1
Slco6b1	Slco6b1
Slco6c1	Slco6c1
D1Ertd622e	D1Ertd622e
Ppip5k2	Ppip5k2
Gin1	Gin1
Pam	Pam
B230216N24Rik	B230216N24Rik
1810006J02Rik	1810006J02Rik
Slco6d1	Slco6d1
Cntnap5b	Cntnap5b
Gm20268	Gm20268
Cdh20	Cdh20
Rnf152	Rnf152
Pign	Pign
2310035C23Rik	2310035C23Rik
Tnfrsf11a	Tnfrsf11a
Zcchc2	Zcchc2
LOC626049	LOC626049
Phlpp1	Phlpp1
Bcl2	Bcl2
Kdsr	Kdsr
Vps4b	Vps4b
Serpinb5	Serpinb5
Serpinb12	Serpinb12
Serpinb13	Serpinb13
Serpinb3a	Serpinb3a
Serpinb3d	Serpinb3d
Serpinb3b	Serpinb3b
Serpinb3c	Serpinb3c
Serpinb11	Serpinb11
Serpinb7	Serpinb7
Serpinb2	Serpinb2
Serpinb10-ps	Serpinb10-ps
Serpinb8	Serpinb8
Cdh7	Cdh7
Cdh19	Cdh19
Dsel	Dsel
Cntnap5a	Cntnap5a
Tsn	Tsn
Mki67ip	Mki67ip
Clasp1	Clasp1
2900060B14Rik	2900060B14Rik
Tfcp2l1	Tfcp2l1
Gli2	Gli2
Inhbb	Inhbb
Ralb	Ralb
Tmem185b	Tmem185b
Epb4.1l5	Epb4.1l5
Ptpn4	Ptpn4
Tmem177	Tmem177
Gm101	Gm101
Sctr	Sctr
Tmem37	Tmem37
Dbi	Dbi
3110009E18Rik	3110009E18Rik
Steap3	Steap3
C1ql2	C1ql2
Marco	Marco
En1	En1
B230209K01Rik	B230209K01Rik
Insig2	Insig2
Ccdc93	Ccdc93
Htr5b	Htr5b
Ddx18	Ddx18
Dpp10	Dpp10
Actr3	Actr3
Slc35f5	Slc35f5
Gpr39	Gpr39
Lypd1	Lypd1
Nckap5	Nckap5
Mgat5	Mgat5
Tmem163	Tmem163
Acmsd	Acmsd
2900009J06Rik	2900009J06Rik
Ccnt2	Ccnt2
Ysk4	Ysk4
Rab3gap1	Rab3gap1
Zranb3	Zranb3
R3hdm1	R3hdm1
Mir128-1	Mir128-1
Ubxn4	Ubxn4
Lct	Lct
Mcm6	Mcm6
Dars	Dars
Cxcr4	Cxcr4
Thsd7b	Thsd7b
Daf2	Daf2
Cd55	Cd55
Zp3r	Zp3r
C4bp	C4bp
C4bp-ps1	C4bp-ps1
Pfkfb2	Pfkfb2
Yod1	Yod1
AA986860	AA986860
Fcamr	Fcamr
Pigr	Pigr
Faim3	Faim3
Il24	Il24
Il20	Il20
Il19	Il19
Il10	Il10
Mapkapk2	Mapkapk2
Dyrk3	Dyrk3
Eif2d	Eif2d
Rassf5	Rassf5
Ikbke	Ikbke
Srgap2	Srgap2
Fam72a	Fam72a
Avpr1b	Avpr1b
Ctse	Ctse
5430435G22Rik	5430435G22Rik
Slc26a9	Slc26a9
Pm20d1	Pm20d1
Slc41a1	Slc41a1
Rab7l1	Rab7l1
Nucks1	Nucks1
Slc45a3	Slc45a3
Elk4	Elk4
Mfsd4	Mfsd4
Cdk18	Cdk18
Lemd1	Lemd1
Mir135b	Mir135b
Klhdc8a	Klhdc8a
Nuak2	Nuak2
Tmcc2	Tmcc2
Dstyk	Dstyk
Rbbp5	Rbbp5
Tmem81	Tmem81
Cntn2	Cntn2
Nfasc	Nfasc
Gm10538	Gm10538
Lrrn2	Lrrn2
Mdm4	Mdm4
Pik3c2b	Pik3c2b
Ppp1r15b	Ppp1r15b
Plekha6	Plekha6
Gm19461	Gm19461
Golt1a	Golt1a
Kiss1	Kiss1
Ren2	Ren2
Ren1	Ren1
Etnk2	Etnk2
Sox13	Sox13
Snrpe	Snrpe
Zc3h11a	Zc3h11a
Zbed6	Zbed6
Lax1	Lax1
Atp2b4	Atp2b4
Optc	Optc
Prelp	Prelp
Fmod	Fmod
Btg2	Btg2
Chit1	Chit1
Chi3l1	Chi3l1
Mybph	Mybph
Adora1	Adora1
Myog	Myog
Ppfia4	Ppfia4
Tmem183a	Tmem183a
4933406M09Rik	4933406M09Rik
Cyb5r1	Cyb5r1
Adipor1	Adipor1
Klhl12	Klhl12
Rabif	Rabif
4931440L10Rik	4931440L10Rik
Kdm5b	Kdm5b
Syt2	Syt2
Ppp1r12b	Ppp1r12b
Ube2t	Ube2t
Lgr6	Lgr6
Ptprv	Ptprv
Ptpn7	Ptpn7
Arl8a	Arl8a
Gpr37l1	Gpr37l1
Elf3	Elf3
Rnpep	Rnpep
Timm17a	Timm17a
Lmod1	Lmod1
Shisa4	Shisa4
Ipo9	Ipo9
Nav1	Nav1
Csrp1	Csrp1
Phlda3	Phlda3
Tnni1	Tnni1
Lad1	Lad1
Tnnt2	Tnnt2
Pkp1	Pkp1
Igfn1	Igfn1
Tmem9	Tmem9
Cacna1s	Cacna1s
6530439I21	6530439I21
Kif21b	Kif21b
5730559C18Rik	5730559C18Rik
Gpr25	Gpr25
Camsap2	Camsap2
9230116N13Rik	9230116N13Rik
Ddx59	Ddx59
Kif14	Kif14
Zfp281	Zfp281
Gm19705	Gm19705
Gm16880	Gm16880
Nr5a2	Nr5a2
Mir181a-1	Mir181a-1
Mir181b-1	Mir181b-1
Ptprc	Ptprc
Atp6v1g3	Atp6v1g3
Nek7	Nek7
Gm5833	Gm5833
Lhx9	Lhx9
2310009B15Rik	2310009B15Rik
Dennd1b	Dennd1b
Crb1	Crb1
4933436E23Rik	4933436E23Rik
Zbtb41	Zbtb41
Aspm	Aspm
F13b	F13b
Cfhr1	Cfhr1
Gm4788	Gm4788
Cfhr2	Cfhr2
Cfh	Cfh
Kcnt2	Kcnt2
4930590L20Rik	4930590L20Rik
Cdc73	Cdc73
B3galt2	B3galt2
Glrx2	Glrx2
Trove2	Trove2
Uchl5	Uchl5
Rgs2	Rgs2
Rgs13	Rgs13
Rgs1	Rgs1
Rgs18	Rgs18
Fam5c	Fam5c
Pla2g4a	Pla2g4a
7530420F21Rik	7530420F21Rik
Ptgs2	Ptgs2
Pdc	Pdc
2310030A07Rik	2310030A07Rik
BC003331	BC003331
Tpr	Tpr
Prg4	Prg4
Hmcn1	Hmcn1
C730036E19Rik	C730036E19Rik
Ivns1abp	Ivns1abp
1200016B10Rik	1200016B10Rik
1190005F20Rik	1190005F20Rik
Rnf2	Rnf2
Fam129a	Fam129a
Edem3	Edem3
1700025G04Rik	1700025G04Rik
Tsen15	Tsen15
Glt25d2	Glt25d2
Rgl1	Rgl1
Apobec4	Apobec4
Arpc5	Arpc5
Ncf2	Ncf2
Smg7	Smg7
Nmnat2	Nmnat2
Lamc2	Lamc2
Lamc1	Lamc1
E330020D12Rik	E330020D12Rik
1700012A16Rik	1700012A16Rik
Dhx9	Dhx9
Npl	Npl
Rgs8	Rgs8
C230024C17	C230024C17
Rgs16	Rgs16
Rnasel	Rnasel
Rgsl1	Rgsl1
5830403L16Rik	5830403L16Rik
Gm5531	Gm5531
Teddm1	Teddm1
Glul	Glul
Zfp648	Zfp648
4930452N14Rik	4930452N14Rik
Cacna1e	Cacna1e
Ier5	Ier5
Mr1	Mr1
Stx6	Stx6
Xpr1	Xpr1
Acbd6	Acbd6
Lhx4	Lhx4
Qsox1	Qsox1
Cep350	Cep350
Tor1aip1	Tor1aip1
Tor1aip2	Tor1aip2
Fam163a	Fam163a
Tdrd5	Tdrd5
Nphs2	Nphs2
Soat1	Soat1
Abl2	Abl2
Tor3a	Tor3a
Fam20b	Fam20b
Ralgps2	Ralgps2
Angptl1	Angptl1
1700057K13Rik	1700057K13Rik
Rasal2	Rasal2
2810025M15Rik	2810025M15Rik
BC026585	BC026585
Sec16b	Sec16b
Fam5b	Fam5b
Astn1	Astn1
Mir488	Mir488
Pappa2	Pappa2
Rfwd2	Rfwd2
Scarna3a	Scarna3a
Mir1843b	Mir1843b
Tnr	Tnr
4930523C07Rik	4930523C07Rik
4930562F07Rik	4930562F07Rik
Tnn	Tnn
Mrps14	Mrps14
Cacybp	Cacybp
Rabgap1l	Rabgap1l
Gpr52	Gpr52
Rc3h1	Rc3h1
Serpinc1	Serpinc1
Zbtb37	Zbtb37
Gas5	Gas5
Mir5117	Mir5117
Snord47	Snord47
Dars2	Dars2
Cenpl	Cenpl
Klhl20	Klhl20
Ankrd45	Ankrd45
4930469G21Rik	4930469G21Rik
Prdx6	Prdx6
Tnfsf4	Tnfsf4
Tnfsf18	Tnfsf18
Fasl	Fasl
AI848100	AI848100
4930558K02Rik	4930558K02Rik
Pigc	Pigc
Dnm3	Dnm3
2810442N19Rik	2810442N19Rik
Dnm3os	Dnm3os
Mir199a-2	Mir199a-2
Mir214	Mir214
Mettl13	Mettl13
Vamp4	Vamp4
Myoc	Myoc
7420461P10Rik	7420461P10Rik
Prrc2c	Prrc2c
Fmo4	Fmo4
Fmo1	Fmo1
Fmo2	Fmo2
Fmo6	Fmo6
Fmo3	Fmo3
4921528O07Rik	4921528O07Rik
Prrx1	Prrx1
Gorab	Gorab
Mettl11b	Mettl11b
Kifap3	Kifap3
Scyl3	Scyl3
BC055324	BC055324
2810422O20Rik	2810422O20Rik
Sele	Sele
Sell	Sell
Selp	Selp
Gm16548	Gm16548
F5	F5
Slc19a2	Slc19a2
4930455F23Rik	4930455F23Rik
Blzf1	Blzf1
Nme7	Nme7
Atp1b1	Atp1b1
Dpt	Dpt
LOC433374	LOC433374
Xcl1	Xcl1
4930568G15Rik	4930568G15Rik
Tbx19	Tbx19
Sft2d2	Sft2d2
Tiprl	Tiprl
Gpr161	Gpr161
Dcaf6	Dcaf6
Brp44	Brp44
Adcy10	Adcy10
Mpzl1	Mpzl1
Rcsd1	Rcsd1
Creg1	Creg1
Cd247	Cd247
Pou2f1	Pou2f1
Dusp27	Dusp27
Gpa33	Gpa33
Mael	Mael
Ildr2	Ildr2
Tada1	Tada1
Pogk	Pogk
Gm4846	Gm4846
Gm4847	Gm4847
Fmo9	Fmo9
Gm16701	Gm16701
Fam78b	Fam78b
Uck2	Uck2
Tmco1	Tmco1
Aldh9a1	Aldh9a1
Mgst3	Mgst3
Lrrc52	Lrrc52
Rxrg	Rxrg
Lmx1a	Lmx1a
Pbx1	Pbx1
Nuf2	Nuf2
Rgs5	Rgs5
Rgs4	Rgs4
1700084C01Rik	1700084C01Rik
Hsd17b7	Hsd17b7
3110045C21Rik	3110045C21Rik
Ddr2	Ddr2
Uap1	Uap1
Uhmk1	Uhmk1
Sh2d1b2	Sh2d1b2
Sh2d1b1	Sh2d1b1
Gm7694	Gm7694
1700015E13Rik	1700015E13Rik
Nos1ap	Nos1ap
Olfml2b	Olfml2b
Atf6	Atf6
Dusp12	Dusp12
Fcrlb	Fcrlb
Fcrla	Fcrla
Fcgr2b	Fcgr2b
Fcgr4	Fcgr4
Fcgr3	Fcgr3
1700009P17Rik	1700009P17Rik
Sdhc	Sdhc
Mpz	Mpz
Pcp4l1	Pcp4l1
Nr1i3	Nr1i3
Tomm40l	Tomm40l
Apoa2	Apoa2
Fcer1g	Fcer1g
Ndufs2	Ndufs2
Adamts4	Adamts4
B4galt3	B4galt3
Ppox	Ppox
Usp21	Usp21
Ufc1	Ufc1
Dedd	Dedd
Nit1	Nit1
Pfdn2	Pfdn2
Klhdc9	Klhdc9
Pvrl4	Pvrl4
Arhgap30	Arhgap30
Usf1	Usf1
Tstd1	Tstd1
F11r	F11r
Alyref2	Alyref2
Itln1	Itln1
Cd244	Cd244
Ly9	Ly9
Slamf7	Slamf7
Cd48	Cd48
Slamf1	Slamf1
Cd84	Cd84
Slamf6	Slamf6
Vangl2	Vangl2
Nhlh1	Nhlh1
Ncstn	Ncstn
Copa	Copa
Pex19	Pex19
Dcaf8	Dcaf8
Pea15a	Pea15a
Casq1	Casq1
Atp1a4	Atp1a4
Atp1a2	Atp1a2
Igsf8	Igsf8
Kcnj9	Kcnj9
Kcnj10	Kcnj10
Pigm	Pigm
Slamf9	Slamf9
Igsf9	Igsf9
Tagln2	Tagln2
Ccdc19	Ccdc19
4933439K11Rik	4933439K11Rik
Vsig8	Vsig8
Slamf8	Slamf8
Fcrl6	Fcrl6
Dusp23	Dusp23
Crp	Crp
Apcs	Apcs
